customer_id,Recency,Frequency,Monetary,R_score,F_score,M_score,Segment,Avg_Order_Value
CUST1109,11,26,10223.88,4,4,4,Champions,393.2261538461538
CUST1110,1,30,11403.91,4,4,4,Champions,380.13033333333334
CUST1111,41,12,8889.61,3,4,4,New,740.8008333333333
CUST1112,12,23,9453.51,4,4,4,Champions,411.0221739130435
CUST1113,55,12,5189.94,3,4,4,New,432.49499999999995
CUST1114,59,30,12342.7,3,4,4,New,411.42333333333335
CUST1115,1,13,3195.56,4,4,4,Champions,245.81230769230768
CUST1116,9,15,8030.74,4,4,4,Champions,535.3826666666666
CUST1117,55,12,6987.57,3,4,4,New,582.2975
CUST1118,56,19,8829.39,3,4,4,New,464.7047368421052
CUST1119,32,24,5279.69,4,4,4,Champions,219.98708333333332
CUST1120,41,27,11399.31,3,4,4,New,422.19666666666666
CUST1121,60,13,5947.67,3,4,4,New,457.51307692307694
CUST1122,41,21,6654.57,3,4,4,New,316.8842857142857
CUST1123,44,20,7920.21,3,4,4,New,396.0105
CUST1124,54,29,11935.65,3,4,4,New,411.57413793103444
CUST1125,2,27,12372.9,4,4,4,Champions,458.25555555555553
CUST1126,42,18,7743.63,3,4,4,New,430.20166666666665
CUST1127,53,16,5294.400000000001,3,4,4,New,330.90000000000003
CUST1128,16,25,13881.3,4,4,4,Champions,555.252
CUST1129,49,20,9512.970000000001,3,4,4,New,475.64850000000007
CUST1130,18,27,9587.66,4,4,4,Champions,355.0985185185185
CUST1131,19,15,6914.66,4,4,4,Champions,460.9773333333333
CUST1132,53,27,10566.94,3,4,4,New,391.3681481481482
CUST1133,59,16,5657.47,3,4,4,New,353.591875
CUST1134,6,28,12736.9,4,4,4,Champions,454.8892857142857
CUST1135,41,12,5349.85,3,4,4,New,445.8208333333334
CUST1136,48,26,10633.78,3,4,4,New,408.9915384615385
CUST1137,9,18,4253.47,4,4,4,Champions,236.3038888888889
CUST1138,32,18,5979.87,4,4,4,Champions,332.215
CUST1139,25,23,9736.41,4,4,4,Champions,423.32217391304346
CUST1140,47,29,15189.81,3,4,4,New,523.7865517241379
CUST1141,18,20,5057.71,4,4,4,Champions,252.8855
CUST1142,12,25,9270.56,4,4,4,Champions,370.82239999999996
CUST1143,10,15,5733.8,4,4,4,Champions,382.25333333333333
CUST1144,14,23,15722.62,4,4,4,Champions,683.5921739130436
CUST1145,28,28,8787.99,4,4,4,Champions,313.8567857142857
CUST1146,59,20,6718.7,3,4,4,New,335.935
CUST1147,4,15,5725.66,4,4,4,Champions,381.71066666666667
CUST1148,41,18,10868.35,3,4,4,New,603.7972222222222
CUST1149,16,18,6201.97,4,4,4,Champions,344.5538888888889
CUST1150,48,17,5792.0599999999995,3,4,4,New,340.70941176470586
CUST1151,5,27,8855.39,4,4,4,Champions,327.9774074074074
CUST1152,57,25,9264.42,3,4,4,New,370.5768
CUST1153,33,13,6267.96,4,4,4,Champions,482.15076923076924
CUST1154,39,21,11339.9,3,4,4,New,539.995238095238
CUST1155,28,25,10210.92,4,4,4,Champions,408.4368
CUST1156,33,19,9851.51,4,4,4,Champions,518.5005263157894
CUST1157,9,16,8364.02,4,4,4,Champions,522.75125
CUST1158,24,13,4456.91,4,4,4,Champions,342.83923076923077
CUST1159,42,20,6180.22,3,4,4,New,309.011
CUST1160,36,12,4802.31,3,4,4,New,400.19250000000005
CUST1161,17,30,12722.95,4,4,4,Champions,424.09833333333336
CUST1162,60,29,16373.45,3,4,4,New,564.6017241379311
CUST1163,45,13,3946.84,3,4,4,New,303.6030769230769
CUST1164,26,20,9947.69,4,4,4,Champions,497.3845
CUST1165,11,18,9980.52,4,4,4,Champions,554.4733333333334
CUST1166,56,25,13257.76,3,4,4,New,530.3104
CUST1167,21,24,6336.53,4,4,4,Champions,264.02208333333334
CUST1168,42,22,8495.78,3,4,4,New,386.1718181818182
CUST1169,45,27,7097.4,3,4,4,New,262.8666666666667
CUST1170,8,12,2702.1,4,4,3,Champions,225.17499999999998
CUST1171,28,19,7871.3,4,4,4,Champions,414.2789473684211
CUST1172,18,22,7627.52,4,4,4,Champions,346.7054545454546
CUST1173,7,12,6137.7300000000005,4,4,4,Champions,511.4775
CUST1174,20,22,7823.13,4,4,4,Champions,355.5968181818182
CUST1175,17,26,5418.96,4,4,4,Champions,208.42153846153846
CUST1176,27,26,12278.44,4,4,4,Champions,472.2476923076923
CUST1177,29,24,12944.25,4,4,4,Champions,539.34375
CUST1178,33,27,8720.73,4,4,4,Champions,322.99
CUST1179,14,22,8433.789999999999,4,4,4,Champions,383.35409090909087
CUST1180,31,22,12660.99,4,4,4,Champions,575.4995454545455
CUST1181,21,16,5916.66,4,4,4,Champions,369.79125
CUST1182,38,17,5602.79,3,4,4,New,329.57588235294116
CUST1183,58,26,12273.77,3,4,4,New,472.06807692307694
CUST1184,8,27,10457.53,4,4,4,Champions,387.31592592592597
CUST1185,49,28,11398.38,3,4,4,New,407.085
CUST1186,24,27,8656.96,4,4,4,Champions,320.6281481481481
CUST1187,38,27,12566.49,3,4,4,New,465.42555555555555
CUST1188,3,29,12591.68,4,4,4,Champions,434.19586206896554
CUST1189,28,14,5610.74,4,4,4,Champions,400.76714285714286
CUST1190,13,17,6109.45,4,4,4,Champions,359.3794117647059
CUST1191,31,18,7986.85,4,4,4,Champions,443.7138888888889
CUST1192,3,22,9355.37,4,4,4,Champions,425.24409090909097
CUST1193,55,29,13252.17,3,4,4,New,456.97137931034484
CUST1194,56,22,8724.49,3,4,4,New,396.56772727272727
CUST1195,47,30,11732.460000000001,3,4,4,New,391.08200000000005
CUST1196,42,30,7107.84,3,4,4,New,236.928
CUST1197,55,13,5026.92,3,4,4,New,386.68615384615384
CUST1198,8,20,6968.47,4,4,4,Champions,348.4235
CUST1199,6,13,3666.0099999999998,4,4,4,Champions,282.0007692307692
CUST1200,40,28,8715.73,3,4,4,New,311.2760714285714
CUST1201,53,27,10412.779999999999,3,4,4,New,385.65851851851846
CUST1202,18,27,16498.41,4,4,4,Champions,611.0522222222222
CUST1203,56,19,5569.36,3,4,4,New,293.1242105263158
CUST1204,60,25,6365.8099999999995,3,4,4,New,254.6324
CUST1205,22,17,5732.0,4,4,4,Champions,337.1764705882353
CUST1206,45,25,11970.52,3,4,4,New,478.8208
CUST1207,10,30,14617.52,4,4,4,Champions,487.2506666666667
CUST1208,46,30,11943.449999999999,3,4,4,New,398.11499999999995
CUST1209,45,22,10428.5,3,4,4,New,474.02272727272725
CUST1210,54,25,8883.67,3,4,4,New,355.34680000000003
CUST1211,37,20,11477.2,3,4,4,New,573.86
CUST1212,43,29,17802.06,3,4,4,New,613.8641379310345
CUST1213,44,15,5960.48,3,4,4,New,397.3653333333333
CUST1214,37,24,7878.400000000001,3,4,4,New,328.2666666666667
CUST1215,10,19,11526.9,4,4,4,Champions,606.6789473684211
CUST1216,52,21,6558.98,3,4,4,New,312.33238095238096
CUST1217,32,14,7008.59,4,4,4,Champions,500.61357142857145
CUST1218,40,20,11161.97,3,4,4,New,558.0985
CUST1219,11,18,3475.6400000000003,4,4,4,Champions,193.09111111111113
CUST1220,8,15,6536.47,4,4,4,Champions,435.7646666666667
CUST1221,33,28,10563.85,4,4,4,Champions,377.28035714285716
CUST1222,53,14,6241.72,3,4,4,New,445.83714285714285
CUST1223,3,23,11877.29,4,4,4,Champions,516.4039130434783
CUST1224,36,21,9481.960000000001,3,4,4,New,451.5219047619048
CUST1225,49,15,4883.4800000000005,3,4,4,New,325.56533333333334
CUST1226,32,12,4981.96,4,4,4,Champions,415.16333333333336
CUST1227,30,25,7422.09,4,4,4,Champions,296.8836
CUST1228,38,25,9228.26,3,4,4,New,369.1304
CUST1229,28,22,9917.65,4,4,4,Champions,450.80227272727274
CUST1230,38,22,10162.7,3,4,4,New,461.94090909090914
CUST1231,34,26,6768.88,3,4,4,New,260.34153846153845
CUST1232,59,15,3564.56,3,4,4,New,237.63733333333332
CUST1233,9,27,10702.04,4,4,4,Champions,396.3718518518519
CUST1234,46,26,10845.72,3,4,4,New,417.1430769230769
CUST1235,16,23,16714.45,4,4,4,Champions,726.7152173913043
CUST1236,1,12,5100.04,4,4,4,Champions,425.00333333333333
CUST1237,43,25,10123.050000000001,3,4,4,New,404.922
CUST1238,9,26,8531.74,4,4,4,Champions,328.14384615384614
CUST1239,43,28,11583.5,3,4,4,New,413.69642857142856
CUST1240,38,15,6369.5,3,4,4,New,424.6333333333333
CUST1241,7,26,10676.84,4,4,4,Champions,410.6476923076923
CUST1242,36,12,5114.15,3,4,4,New,426.1791666666666
CUST1243,47,30,12394.57,3,4,4,New,413.15233333333333
CUST1244,17,29,12654.630000000001,4,4,4,Champions,436.366551724138
CUST1245,6,14,7645.24,4,4,4,Champions,546.0885714285714
CUST1246,22,16,7006.92,4,4,4,Champions,437.9325
CUST1247,55,30,14842.380000000001,3,4,4,New,494.74600000000004
CUST1248,11,25,11847.67,4,4,4,Champions,473.9068
CUST1249,52,18,7471.97,3,4,4,New,415.1094444444445
CUST1250,19,30,10422.97,4,4,4,Champions,347.4323333333333
CUST1251,27,21,5397.58,4,4,4,Champions,257.02761904761905
CUST1252,28,28,8350.66,4,4,4,Champions,298.23785714285714
CUST1253,35,24,10204.14,3,4,4,New,425.17249999999996
CUST1254,50,13,6646.88,3,4,4,New,511.29846153846154
CUST1255,9,16,9310.18,4,4,4,Champions,581.88625
CUST1256,31,19,7286.48,4,4,4,Champions,383.49894736842106
CUST1257,31,30,10455.61,4,4,4,Champions,348.5203333333333
CUST1258,38,22,10719.210000000001,3,4,4,New,487.23681818181825
CUST1259,49,12,5410.14,3,4,4,New,450.845
CUST1260,39,13,4641.07,3,4,4,New,357.00538461538457
CUST1261,51,29,8274.03,3,4,4,New,285.3113793103449
CUST1262,1,22,6622.86,4,4,4,Champions,301.0390909090909
CUST1263,31,19,11146.27,4,4,4,Champions,586.6457894736842
CUST1264,4,23,8858.68,4,4,4,Champions,385.16
CUST1265,41,22,9546.38,3,4,4,New,433.9263636363636
CUST1266,7,21,7284.24,4,4,4,Champions,346.86857142857144
CUST1267,57,19,8760.81,3,4,4,New,461.0952631578947
CUST1268,26,30,16306.09,4,4,4,Champions,543.5363333333333
CUST1269,26,20,5209.75,4,4,4,Champions,260.4875
CUST1270,55,12,6214.95,3,4,4,New,517.9125
CUST1271,60,17,6081.07,3,4,4,New,357.71
CUST1272,60,18,7749.88,3,4,4,New,430.5488888888889
CUST1273,54,22,13561.94,3,4,4,New,616.4518181818182
CUST1274,36,16,4714.64,3,4,4,New,294.665
CUST1275,8,19,7974.06,4,4,4,Champions,419.68736842105267
CUST1276,35,13,6981.7,3,4,4,New,537.0538461538462
CUST1277,47,27,9291.52,3,4,4,New,344.1303703703704
CUST1278,32,20,4800.78,4,4,4,Champions,240.039
CUST1279,29,17,7126.860000000001,4,4,4,Champions,419.22705882352943
CUST1280,22,16,5215.5,4,4,4,Champions,325.96875
CUST1281,20,28,8337.13,4,4,4,Champions,297.7546428571428
CUST1282,19,20,7015.39,4,4,4,Champions,350.7695
CUST1283,32,20,4299.01,4,4,4,Champions,214.9505
CUST1284,46,24,6559.14,3,4,4,New,273.2975
CUST1285,51,20,11081.58,3,4,4,New,554.079
CUST1286,58,16,7337.63,3,4,4,New,458.601875
CUST1287,22,24,7904.03,4,4,4,Champions,329.33458333333334
CUST1288,38,14,5594.09,3,4,4,New,399.57785714285717
CUST1289,23,24,11191.97,4,4,4,Champions,466.3320833333333
CUST1290,31,13,2574.31,4,4,3,Champions,198.02384615384614
CUST1291,39,22,12636.28,3,4,4,New,574.3763636363636
CUST1292,15,22,9712.869999999999,4,4,4,Champions,441.49409090909086
CUST1293,45,30,8084.93,3,4,4,New,269.4976666666667
CUST1294,21,13,3664.39,4,4,4,Champions,281.87615384615384
CUST1295,15,20,9622.869999999999,4,4,4,Champions,481.14349999999996
CUST1296,14,20,5497.36,4,4,4,Champions,274.868
CUST1297,23,28,10442.33,4,4,4,Champions,372.9403571428571
CUST1298,49,15,5742.44,3,4,4,New,382.8293333333333
CUST1299,12,25,9844.29,4,4,4,Champions,393.77160000000003
CUST1300,49,22,9525.82,3,4,4,New,432.9918181818182
CUST1301,25,15,8455.380000000001,4,4,4,Champions,563.6920000000001
CUST1302,3,15,5329.49,4,4,4,Champions,355.2993333333333
CUST1303,1,25,13032.9,4,4,4,Champions,521.316
CUST1304,9,23,10386.92,4,4,4,Champions,451.60521739130434
CUST1305,8,13,6311.73,4,4,4,Champions,485.5176923076923
CUST1306,52,25,8007.379999999999,3,4,4,New,320.29519999999997
CUST1307,17,13,2408.41,4,4,3,Champions,185.26230769230767
CUST1308,52,14,5095.46,3,4,4,New,363.9614285714286
CUST1309,13,13,3714.43,4,4,4,Champions,285.7253846153846
CUST1310,60,23,9119.42,3,4,4,New,396.49652173913046
CUST1311,41,26,10962.18,3,4,4,New,421.6223076923077
CUST1312,44,28,12831.52,3,4,4,New,458.2685714285714
CUST1313,2,28,10045.88,4,4,4,Champions,358.78142857142853
CUST1314,2,19,7427.63,4,4,4,Champions,390.9278947368421
CUST1315,48,13,7741.63,3,4,4,New,595.51
CUST1316,42,20,10048.68,3,4,4,New,502.434
CUST1317,55,18,7370.42,3,4,4,New,409.46777777777777
CUST1318,54,27,8543.83,3,4,4,New,316.4381481481482
CUST1319,3,13,4945.2300000000005,4,4,4,Champions,380.4023076923077
CUST1320,44,28,11235.68,3,4,4,New,401.2742857142857
CUST1321,53,21,8406.2,3,4,4,New,400.2952380952381
CUST1322,36,13,4828.63,3,4,4,New,371.43307692307695
CUST1323,19,16,3562.76,4,4,4,Champions,222.6725
CUST1324,25,21,5291.84,4,4,4,Champions,251.99238095238096
CUST1325,4,28,10711.28,4,4,4,Champions,382.5457142857143
CUST1326,25,29,12085.05,4,4,4,Champions,416.7258620689655
CUST1327,39,22,8814.5,3,4,4,New,400.65909090909093
CUST1328,15,19,9314.14,4,4,4,Champions,490.2178947368421
CUST1329,33,12,4768.69,4,4,4,Champions,397.3908333333333
CUST1330,44,26,11046.95,3,4,4,New,424.8826923076923
CUST1331,46,13,3932.38,3,4,4,New,302.4907692307692
CUST1332,15,12,4497.3,4,4,4,Champions,374.77500000000003
CUST1333,38,21,6862.94,3,4,4,New,326.8066666666667
CUST1334,36,20,6920.73,3,4,4,New,346.0365
CUST1335,28,19,5067.79,4,4,4,Champions,266.7257894736842
CUST1336,58,20,9004.86,3,4,4,New,450.24300000000005
CUST1337,24,14,5341.27,4,4,4,Champions,381.51928571428573
CUST1338,18,23,5172.88,4,4,4,Champions,224.90782608695653
CUST1339,8,23,11081.16,4,4,4,Champions,481.78956521739127
CUST1340,19,24,12969.19,4,4,4,Champions,540.3829166666667
CUST1341,18,28,10246.800000000001,4,4,4,Champions,365.9571428571429
CUST1342,24,12,5054.74,4,4,4,Champions,421.2283333333333
CUST1343,54,22,8473.2,3,4,4,New,385.1454545454546
CUST1344,11,16,5710.25,4,4,4,Champions,356.890625
CUST1345,57,14,3070.01,3,4,4,New,219.2864285714286
CUST1346,18,13,5242.39,4,4,4,Champions,403.26076923076926
CUST1347,29,27,15177.46,4,4,4,Champions,562.1281481481482
CUST1348,3,24,8468.77,4,4,4,Champions,352.8654166666667
CUST1349,57,18,6302.65,3,4,4,New,350.1472222222222
CUST1350,16,17,6360.29,4,4,4,Champions,374.13470588235293
CUST1351,7,22,7308.06,4,4,4,Champions,332.18454545454546
CUST1352,43,19,4862.8,3,4,4,New,255.93684210526317
CUST1353,53,19,11396.25,3,4,4,New,599.8026315789474
CUST1354,37,21,9474.72,3,4,4,New,451.1771428571428
CUST1355,13,30,15527.52,4,4,4,Champions,517.5840000000001
CUST1356,59,18,10120.7,3,4,4,New,562.2611111111112
CUST1357,3,25,7913.38,4,4,4,Champions,316.53520000000003
CUST1358,44,30,10372.22,3,4,4,New,345.74066666666664
CUST1359,49,12,3567.86,3,4,4,New,297.32166666666666
CUST1360,58,13,4974.36,3,4,4,New,382.6430769230769
CUST1361,45,27,13226.8,3,4,4,New,489.88148148148144
CUST1362,34,30,18239.69,3,4,4,New,607.9896666666666
CUST1363,44,21,7591.33,3,4,4,New,361.4919047619048
CUST1364,43,27,8842.11,3,4,4,New,327.48555555555555
CUST1365,15,28,12655.15,4,4,4,Champions,451.96964285714284
CUST1366,59,29,10160.34,3,4,4,New,350.35655172413794
CUST1367,6,30,11550.43,4,4,4,Champions,385.01433333333335
CUST1368,2,26,8211.59,4,4,4,Champions,315.8303846153846
CUST1369,37,30,12882.31,3,4,4,New,429.4103333333333
CUST1370,43,23,8968.880000000001,3,4,4,New,389.9513043478261
CUST1371,30,20,7232.29,4,4,4,Champions,361.6145
CUST1372,34,13,6420.21,3,4,4,New,493.8623076923077
CUST1373,12,20,6550.65,4,4,4,Champions,327.53249999999997
CUST1374,55,25,11745.15,3,4,4,New,469.806
CUST1375,58,26,8441.77,3,4,4,New,324.68346153846153
CUST1376,55,21,11211.48,3,4,4,New,533.88
CUST1377,42,25,7701.33,3,4,4,New,308.0532
CUST1378,57,15,3760.12,3,4,4,New,250.67466666666667
CUST1379,55,21,11981.85,3,4,4,New,570.5642857142857
CUST1380,35,13,2978.91,3,4,3,New,229.14692307692306
CUST1381,20,29,8988.07,4,4,4,Champions,309.9334482758621
CUST1382,39,14,9067.31,3,4,4,New,647.665
CUST1383,25,20,8321.03,4,4,4,Champions,416.05150000000003
CUST1384,30,14,3474.2,4,4,4,Champions,248.15714285714284
CUST1385,30,15,9729.619999999999,4,4,4,Champions,648.6413333333333
CUST1386,12,28,6683.38,4,4,4,Champions,238.69214285714287
CUST1387,35,16,5540.25,3,4,4,New,346.265625
CUST1388,34,20,11684.45,3,4,4,New,584.2225000000001
CUST1389,6,27,16386.31,4,4,4,Champions,606.9003703703704
CUST1390,58,19,9675.779999999999,3,4,4,New,509.2515789473684
CUST1391,56,20,6668.75,3,4,4,New,333.4375
CUST1392,28,24,8939.29,4,4,4,Champions,372.4704166666667
CUST1393,4,12,2310.18,4,4,3,Champions,192.515
CUST1394,11,16,7235.53,4,4,4,Champions,452.220625
CUST1395,47,25,9131.35,3,4,4,New,365.254
CUST1396,9,21,8362.17,4,4,4,Champions,398.1985714285714
CUST1397,55,12,3167.29,3,4,4,New,263.94083333333333
CUST1398,5,27,7604.65,4,4,4,Champions,281.6537037037037
CUST1399,39,19,8125.59,3,4,4,New,427.66263157894736
CUST1400,7,21,9615.78,4,4,4,Champions,457.89428571428573
CUST1401,51,19,11514.46,3,4,4,New,606.0242105263158
CUST1402,38,19,9311.26,3,4,4,New,490.0663157894737
CUST1403,16,12,4579.889999999999,4,4,4,Champions,381.65749999999997
CUST1404,6,27,9919.779999999999,4,4,4,Champions,367.3992592592592
CUST1405,19,14,7654.52,4,4,4,Champions,546.7514285714286
CUST1406,24,13,4407.47,4,4,4,Champions,339.03615384615387
CUST1407,41,26,9652.52,3,4,4,New,371.25076923076927
CUST1408,45,14,4966.599999999999,3,4,4,New,354.7571428571428
CUST1409,38,14,9320.15,3,4,4,New,665.725
CUST1410,8,17,9543.5,4,4,4,Champions,561.3823529411765
CUST1411,33,27,14903.28,4,4,4,Champions,551.9733333333334
CUST1412,38,27,11316.390000000001,3,4,4,New,419.1255555555556
CUST1413,21,23,8306.32,4,4,4,Champions,361.14434782608697
CUST1414,11,13,5731.03,4,4,4,Champions,440.8484615384615
CUST1415,11,27,10434.15,4,4,4,Champions,386.45
CUST1416,5,20,8438.85,4,4,4,Champions,421.9425
CUST1417,53,20,6587.12,3,4,4,New,329.356
CUST1418,26,30,16009.32,4,4,4,Champions,533.644
CUST1419,43,14,3793.6000000000004,3,4,4,New,270.9714285714286
CUST1420,21,24,8016.56,4,4,4,Champions,334.02333333333337
CUST1421,38,29,12461.47,3,4,4,New,429.7058620689655
CUST1422,17,12,3572.34,4,4,4,Champions,297.695
CUST1423,56,13,4948.2300000000005,3,4,4,New,380.63307692307694
CUST1424,54,22,9419.35,3,4,4,New,428.15227272727276
CUST1425,13,27,13606.56,4,4,4,Champions,503.94666666666666
CUST1426,13,17,4922.62,4,4,4,Champions,289.5658823529412
CUST1427,57,19,4975.47,3,4,4,New,261.8668421052632
CUST1428,31,13,8644.92,4,4,4,Champions,664.9938461538461
CUST1429,17,23,10029.84,4,4,4,Champions,436.08
CUST1430,10,27,11062.7,4,4,4,Champions,409.72962962962964
CUST1431,59,21,6927.26,3,4,4,New,329.8695238095238
CUST1432,7,21,10990.89,4,4,4,Champions,523.3757142857143
CUST1433,54,19,6337.92,3,4,4,New,333.57473684210527
CUST1434,21,28,9127.84,4,4,4,Champions,325.9942857142857
CUST1435,45,28,15218.02,3,4,4,New,543.5007142857143
CUST1436,30,24,9699.7,4,4,4,Champions,404.1541666666667
CUST1437,50,29,14499.35,3,4,4,New,499.97758620689655
CUST1438,5,22,10121.96,4,4,4,Champions,460.0890909090909
CUST1439,26,29,7887.62,4,4,4,Champions,271.98689655172416
