order_id,customer_id,order_date,category,quantity,unit_price,revenue,status,city
ORD000029,CUST2115,2022-01-01,Books,1,39.84,39.84,Delivered,Jaipur
ORD000030,CUST3746,2022-01-01,Clothing,2,32.97,65.94,Delivered,Mumbai
ORD000031,CUST3292,2022-01-01,Books,3,30.15,90.45,Delivered,Kolkata
ORD000032,CUST3760,2022-01-01,Electronics,3,422.22,1266.66,Delivered,Surat
ORD000033,CUST3777,2022-01-01,Books,2,19.74,39.48,Delivered,Chennai
ORD000034,CUST2756,2022-01-01,Clothing,4,82.71,330.84,Delivered,Pune
ORD000035,CUST3778,2022-01-01,Electronics,3,53.67,161.01,Delivered,Pune
ORD000036,CUST3812,2022-01-01,Beauty,4,53.23,212.92,Delivered,Chennai
ORD000037,CUST3812,2022-01-01,Clothing,2,75.72,151.44,Delivered,Chennai
ORD000038,CUST2035,2022-01-01,Clothing,3,65.17,195.51,Returned,Bangalore
ORD000039,CUST3809,2022-01-01,Clothing,1,66.73,66.73,Delivered,Hyderabad
ORD000040,CUST2781,2022-01-01,Books,3,25.12,75.36,Delivered,Jaipur
ORD000041,CUST2037,2022-01-01,Home & Kitchen,4,44.02,176.08,Returned,Chennai
ORD000042,CUST3806,2022-01-01,Sports,3,60.06,180.18,Returned,Surat
ORD000043,CUST3806,2022-01-01,Sports,2,89.12,178.24,Returned,Chennai
ORD000044,CUST3266,2022-01-01,Home & Kitchen,2,87.86,175.72,Delivered,Surat
ORD000045,CUST3266,2022-01-01,Beauty,4,61.16,244.64,Delivered,Bangalore
ORD000046,CUST3801,2022-01-01,Clothing,1,15.56,15.56,Delivered,Mumbai
ORD000047,CUST3801,2022-01-01,Sports,1,98.84,98.84,Delivered,Surat
ORD000048,CUST2047,2022-01-01,Clothing,4,92.78,371.12,Delivered,Kolkata
ORD000049,CUST2769,2022-01-01,Clothing,3,100.25,300.75,Cancelled,Mumbai
ORD000050,CUST2769,2022-01-01,Sports,1,97.32,97.32,Delivered,Mumbai
ORD000051,CUST2050,2022-01-01,Electronics,1,389.19,389.19,Delivered,Kolkata
ORD000052,CUST3795,2022-01-01,Sports,1,78.57,78.57,Delivered,Jaipur
ORD000053,CUST2073,2022-01-01,Sports,1,154.68,154.68,Returned,Delhi
ORD000054,CUST3279,2022-01-01,Electronics,1,209.22,209.22,Cancelled,Chennai
ORD000055,CUST3279,2022-01-01,Home & Kitchen,3,153.87,461.61,Delivered,Pune
ORD000056,CUST3782,2022-01-01,Home & Kitchen,2,55.8,111.6,Delivered,Bangalore
ORD000057,CUST3783,2022-01-01,Electronics,2,274.8,549.6,Delivered,Chennai
ORD000058,CUST3277,2022-01-01,Home & Kitchen,2,30.71,61.42,Delivered,Pune
ORD000059,CUST3746,2022-01-01,Home & Kitchen,4,52.56,210.24,Delivered,Kolkata
ORD000060,CUST3274,2022-01-01,Beauty,4,31.03,124.12,Delivered,Pune
ORD000061,CUST2061,2022-01-01,Clothing,3,66.83,200.49,Delivered,Hyderabad
ORD000062,CUST3273,2022-01-01,Beauty,4,29.73,118.92,Delivered,Kolkata
ORD000063,CUST2060,2022-01-01,Home & Kitchen,2,198.0,396.0,Delivered,Jaipur
ORD000064,CUST2058,2022-01-01,Clothing,4,108.77,435.08,Delivered,Hyderabad
ORD000065,CUST2760,2022-01-01,Clothing,1,22.0,22.0,Delivered,Ahmedabad
ORD000066,CUST3792,2022-01-01,Electronics,4,316.38,1265.52,Delivered,Ahmedabad
ORD000067,CUST2759,2022-01-01,Books,3,23.52,70.56,Returned,Ahmedabad
ORD000068,CUST2120,2022-01-01,Home & Kitchen,1,169.15,169.15,Delivered,Mumbai
ORD000069,CUST2121,2022-01-01,Electronics,2,362.88,725.76,Delivered,Hyderabad
ORD000070,CUST2124,2022-01-01,Books,3,26.64,79.92,Delivered,Hyderabad
ORD000071,CUST3718,2022-01-01,Electronics,2,300.06,600.12,Delivered,Ahmedabad
ORD000072,CUST2159,2022-01-01,Electronics,1,314.19,314.19,Delivered,Jaipur
ORD000073,CUST3718,2022-01-01,Clothing,1,72.64,72.64,Delivered,Chennai
ORD000074,CUST3308,2022-01-01,Home & Kitchen,4,150.07,600.28,Delivered,Chennai
ORD000075,CUST3717,2022-01-01,Home & Kitchen,3,79.88,239.64,Delivered,Pune
ORD000076,CUST3712,2022-01-01,Sports,3,132.68,398.04,Delivered,Delhi
ORD000077,CUST3709,2022-01-01,Electronics,2,420.11,840.22,Delivered,Delhi
ORD000078,CUST2165,2022-01-01,Sports,4,164.47,657.88,Delivered,Delhi
ORD000079,CUST4448,2022-01-01,Electronics,4,185.82,743.28,Delivered,Hyderabad
ORD000080,CUST2177,2022-01-01,Electronics,1,65.42,65.42,Returned,Bangalore
ORD000081,CUST2177,2022-01-01,Sports,4,156.85,627.4,Delivered,Mumbai
ORD000082,CUST2177,2022-01-01,Electronics,2,336.98,673.96,Delivered,Pune
ORD000083,CUST3312,2022-01-01,Clothing,3,26.87,80.61,Delivered,Bangalore
ORD000084,CUST4449,2022-01-01,Books,3,29.82,89.46,Delivered,Mumbai
ORD000085,CUST3704,2022-01-01,Electronics,1,394.03,394.03,Delivered,Surat
ORD000086,CUST1095,2022-01-01,Books,3,43.98,131.94,Delivered,Delhi
ORD000087,CUST3703,2022-01-01,Clothing,3,63.16,189.48,Delivered,Delhi
ORD000088,CUST1166,2022-01-01,Beauty,2,88.28,176.56,Delivered,Pune
ORD000089,CUST2201,2022-01-01,Electronics,2,252.47,504.94,Delivered,Chennai
ORD000090,CUST3691,2022-01-01,Electronics,4,63.29,253.16,Delivered,Mumbai
ORD000091,CUST3692,2022-01-01,Sports,4,87.44,349.76,Delivered,Mumbai
ORD000092,CUST1363,2022-01-01,Electronics,2,260.04,520.08,Delivered,Pune
ORD000093,CUST3693,2022-01-01,Clothing,1,51.76,51.76,Delivered,Delhi
ORD000094,CUST2726,2022-01-01,Sports,2,81.89,163.78,Delivered,Jaipur
ORD000095,CUST3314,2022-01-01,Electronics,4,250.14,1000.56,Delivered,Bangalore
ORD000096,CUST2188,2022-01-01,Clothing,4,109.05,436.2,Delivered,Hyderabad
ORD000097,CUST2187,2022-01-01,Books,1,14.37,14.37,Returned,Mumbai
ORD000098,CUST3699,2022-01-01,Clothing,3,38.43,115.29,Delivered,Jaipur
ORD000099,CUST3701,2022-01-01,Books,3,15.72,47.16,Delivered,Pune
ORD000100,CUST3312,2022-01-01,Home & Kitchen,4,168.83,675.32,Cancelled,Jaipur
ORD000101,CUST3703,2022-01-01,Electronics,3,182.36,547.08,Returned,Pune
ORD000102,CUST3695,2022-01-01,Home & Kitchen,2,50.39,100.78,Returned,Pune
ORD000103,CUST4433,2022-01-01,Sports,2,17.88,35.76,Delivered,Kolkata
ORD000104,CUST3719,2022-01-01,Clothing,1,96.02,96.02,Delivered,Hyderabad
ORD000105,CUST2155,2022-01-01,Books,1,11.23,11.23,Delivered,Delhi
ORD000106,CUST3743,2022-01-01,Electronics,4,313.17,1252.68,Delivered,Chennai
ORD000107,CUST3293,2022-01-01,Sports,1,120.3,120.3,Delivered,Kolkata
ORD000108,CUST2125,2022-01-01,Beauty,1,16.98,16.98,Delivered,Delhi
ORD000109,CUST3740,2022-01-01,Clothing,4,74.9,299.6,Delivered,Jaipur
ORD000110,CUST3294,2022-01-01,Home & Kitchen,1,87.23,87.23,Delivered,Pune
ORD000111,CUST2128,2022-01-01,Electronics,2,75.76,151.52,Returned,Pune
ORD000112,CUST2738,2022-01-01,Clothing,1,82.41,82.41,Delivered,Surat
ORD000113,CUST2135,2022-01-01,Clothing,3,23.89,71.67,Delivered,Pune
ORD000114,CUST2137,2022-01-01,Home & Kitchen,3,181.77,545.31,Delivered,Ahmedabad
ORD000115,CUST2737,2022-01-01,Clothing,1,15.23,15.23,Delivered,Ahmedabad
ORD000116,CUST3736,2022-01-01,Electronics,4,377.34,1509.36,Delivered,Chennai
ORD000117,CUST3299,2022-01-01,Clothing,2,56.1,112.2,Returned,Ahmedabad
ORD000118,CUST3734,2022-01-01,Electronics,3,381.09,1143.27,Delivered,Pune
ORD000119,CUST3734,2022-01-01,Books,1,24.56,24.56,Delivered,Delhi
ORD000120,CUST4443,2022-01-01,Electronics,3,329.95,989.85,Delivered,Chennai
ORD000121,CUST2139,2022-01-01,Beauty,4,43.73,174.92,Returned,Ahmedabad
ORD000122,CUST2141,2022-01-01,Home & Kitchen,4,57.67,230.68,Delivered,Ahmedabad
ORD000123,CUST3722,2022-01-01,Beauty,2,27.58,55.16,Cancelled,Ahmedabad
ORD000124,CUST2151,2022-01-01,Electronics,4,487.2,1948.8,Cancelled,Bangalore
ORD000125,CUST3724,2022-01-01,Electronics,4,155.54,622.16,Delivered,Ahmedabad
ORD000126,CUST2731,2022-01-01,Electronics,1,396.15,396.15,Delivered,Surat
ORD000127,CUST3306,2022-01-01,Home & Kitchen,2,23.9,47.8,Delivered,Hyderabad
ORD000128,CUST2733,2022-01-01,Electronics,2,330.66,661.32,Delivered,Mumbai
ORD000129,CUST2730,2022-01-01,Electronics,4,76.34,305.36,Delivered,Chennai
ORD000130,CUST2733,2022-01-01,Home & Kitchen,1,198.78,198.78,Delivered,Kolkata
ORD000131,CUST4443,2022-01-01,Home & Kitchen,3,67.04,201.12,Delivered,Chennai
ORD000132,CUST3731,2022-01-01,Electronics,4,230.41,921.64,Delivered,Hyderabad
ORD000133,CUST2735,2022-01-01,Sports,4,68.19,272.76,Delivered,Mumbai
ORD000134,CUST3300,2022-01-01,Home & Kitchen,4,143.4,573.6,Delivered,Ahmedabad
ORD000135,CUST3732,2022-01-01,Sports,4,134.84,539.36,Returned,Kolkata
ORD000136,CUST2145,2022-01-01,Clothing,4,116.57,466.28,Delivered,Delhi
ORD000137,CUST3728,2022-01-01,Electronics,1,212.97,212.97,Delivered,Kolkata
ORD000138,CUST2207,2022-01-01,Clothing,1,111.1,111.1,Cancelled,Chennai
ORD000139,CUST2029,2022-01-01,Books,1,8.5,8.5,Returned,Kolkata
ORD000140,CUST3815,2022-01-01,Clothing,4,36.14,144.56,Delivered,Kolkata
ORD000141,CUST3917,2022-01-01,Clothing,1,85.35,85.35,Delivered,Surat
ORD000142,CUST3914,2022-01-01,Sports,4,136.47,545.88,Delivered,Ahmedabad
ORD000143,CUST3190,2022-01-01,Beauty,3,54.78,164.34,Delivered,Ahmedabad
ORD000144,CUST3190,2022-01-01,Clothing,2,54.26,108.52,Returned,Surat
ORD000145,CUST4423,2022-01-01,Electronics,2,229.32,458.64,Cancelled,Bangalore
ORD000146,CUST1896,2022-01-01,Electronics,4,357.63,1430.52,Delivered,Delhi
ORD000147,CUST3909,2022-01-01,Clothing,3,21.95,65.85,Returned,Delhi
ORD000148,CUST3191,2022-01-01,Home & Kitchen,4,161.2,644.8,Delivered,Chennai
ORD000149,CUST3907,2022-01-01,Beauty,2,30.56,61.12,Delivered,Pune
ORD000150,CUST2866,2022-01-01,Electronics,2,269.8,539.6,Delivered,Chennai
ORD000151,CUST3192,2022-01-01,Beauty,2,63.55,127.1,Delivered,Surat
ORD000152,CUST3903,2022-01-01,Books,1,13.78,13.78,Delivered,Bangalore
ORD000153,CUST3192,2022-01-01,Clothing,3,71.99,215.97,Delivered,Chennai
ORD000154,CUST3902,2022-01-01,Home & Kitchen,3,127.49,382.47,Delivered,Mumbai
ORD000155,CUST3918,2022-01-01,Beauty,2,49.36,98.72,Returned,Bangalore
ORD000156,CUST2861,2022-01-01,Beauty,2,24.82,49.64,Delivered,Ahmedabad
ORD000157,CUST1904,2022-01-01,Clothing,2,43.49,86.98,Delivered,Mumbai
ORD000158,CUST3900,2022-01-01,Electronics,3,121.03,363.09,Delivered,Surat
ORD000159,CUST4425,2022-01-01,Sports,2,85.93,171.86,Delivered,Kolkata
ORD000160,CUST1904,2022-01-01,Beauty,4,32.86,131.44,Delivered,Hyderabad
ORD000161,CUST3896,2022-01-01,Electronics,4,47.41,189.64,Delivered,Chennai
ORD000162,CUST3196,2022-01-01,Sports,3,151.54,454.62,Delivered,Jaipur
ORD000163,CUST3197,2022-01-01,Books,1,32.14,32.14,Delivered,Jaipur
ORD000164,CUST3893,2022-01-01,Electronics,4,418.51,1674.04,Delivered,Ahmedabad
ORD000165,CUST1920,2022-01-01,Home & Kitchen,2,65.73,131.46,Delivered,Jaipur
ORD000166,CUST3891,2022-01-01,Sports,4,21.31,85.24,Delivered,Hyderabad
ORD000167,CUST3200,2022-01-01,Beauty,3,29.88,89.64,Delivered,Hyderabad
ORD000168,CUST3200,2022-01-01,Beauty,4,26.32,105.28,Delivered,Hyderabad
ORD000169,CUST1925,2022-01-01,Beauty,4,76.1,304.4,Delivered,Chennai
ORD000170,CUST3887,2022-01-01,Electronics,3,411.77,1235.31,Delivered,Pune
ORD000171,CUST1901,2022-01-01,Electronics,1,466.67,466.67,Delivered,Kolkata
ORD000172,CUST3918,2022-01-01,Books,2,29.59,59.18,Delivered,Pune
ORD000173,CUST1330,2022-01-01,Clothing,2,30.92,61.84,Delivered,Kolkata
ORD000174,CUST4236,2022-01-01,Clothing,4,72.34,289.36,Delivered,Ahmedabad
ORD000175,CUST3958,2022-01-01,Home & Kitchen,3,35.91,107.73,Delivered,Mumbai
ORD000176,CUST3170,2022-01-01,Beauty,1,61.11,61.11,Delivered,Ahmedabad
ORD000177,CUST3957,2022-01-01,Clothing,3,57.57,172.71,Delivered,Pune
ORD000178,CUST3171,2022-01-01,Books,1,19.71,19.71,Delivered,Delhi
ORD000179,CUST3953,2022-01-01,Clothing,4,44.22,176.88,Delivered,Surat
ORD000180,CUST3953,2022-01-01,Beauty,2,11.08,22.16,Delivered,Delhi
ORD000181,CUST3952,2022-01-01,Books,2,22.42,44.84,Delivered,Chennai
ORD000182,CUST2902,2022-01-01,Electronics,2,180.97,361.94,Delivered,Kolkata
ORD000183,CUST1526,2022-01-01,Books,1,20.87,20.87,Delivered,Chennai
ORD000184,CUST3949,2022-01-01,Home & Kitchen,3,50.15,150.45,Delivered,Delhi
ORD000185,CUST4245,2022-01-01,Clothing,1,25.74,25.74,Delivered,Mumbai
ORD000186,CUST2901,2022-01-01,Electronics,1,394.75,394.75,Delivered,Chennai
ORD000187,CUST2898,2022-01-01,Books,2,11.77,23.54,Delivered,Pune
ORD000188,CUST3946,2022-01-01,Clothing,1,48.07,48.07,Delivered,Chennai
ORD000189,CUST3176,2022-01-01,Home & Kitchen,4,164.73,658.92,Returned,Jaipur
ORD000190,CUST3943,2022-01-01,Electronics,2,101.09,202.18,Delivered,Ahmedabad
ORD000191,CUST3942,2022-01-01,Clothing,1,85.03,85.03,Delivered,Hyderabad
ORD000192,CUST2880,2022-01-01,Home & Kitchen,1,182.79,182.79,Delivered,Pune
ORD000193,CUST4237,2022-01-01,Home & Kitchen,1,160.74,160.74,Delivered,Hyderabad
ORD000194,CUST3926,2022-01-01,Beauty,4,60.8,243.2,Delivered,Delhi
ORD000195,CUST1867,2022-01-01,Home & Kitchen,2,229.1,458.2,Delivered,Hyderabad
ORD000196,CUST4242,2022-01-01,Electronics,4,61.57,246.28,Delivered,Delhi
ORD000197,CUST3179,2022-01-01,Electronics,3,132.3,396.9,Delivered,Kolkata
ORD000198,CUST3885,2022-01-01,Books,3,25.41,76.23,Returned,Delhi
ORD000199,CUST3932,2022-01-01,Home & Kitchen,1,121.08,121.08,Delivered,Delhi
ORD000200,CUST3179,2022-01-01,Clothing,2,53.91,107.82,Delivered,Pune
ORD000201,CUST4244,2022-01-01,Clothing,3,22.1,66.3,Delivered,Chennai
ORD000202,CUST3934,2022-01-01,Home & Kitchen,4,52.72,210.88,Delivered,Delhi
ORD000203,CUST3177,2022-01-01,Home & Kitchen,2,134.57,269.14,Returned,Bangalore
ORD000204,CUST4245,2022-01-01,Books,3,28.4,85.2,Delivered,Ahmedabad
ORD000205,CUST3940,2022-01-01,Electronics,4,419.53,1678.12,Delivered,Hyderabad
ORD000206,CUST3932,2022-01-01,Sports,2,97.15,194.3,Cancelled,Bangalore
ORD000207,CUST1939,2022-01-01,Beauty,1,74.25,74.25,Delivered,Pune
ORD000208,CUST3202,2022-01-01,Electronics,1,316.69,316.69,Delivered,Surat
ORD000209,CUST2847,2022-01-01,Home & Kitchen,1,102.84,102.84,Delivered,Bangalore
ORD000210,CUST3847,2022-01-01,Electronics,4,315.1,1260.4,Returned,Delhi
ORD000211,CUST3845,2022-01-01,Books,3,20.48,61.44,Delivered,Jaipur
ORD000212,CUST2815,2022-01-01,Sports,1,80.27,80.27,Delivered,Surat
ORD000213,CUST2814,2022-01-01,Electronics,4,331.04,1324.16,Delivered,Chennai
ORD000214,CUST1994,2022-01-01,Sports,1,111.13,111.13,Delivered,Ahmedabad
ORD000215,CUST3840,2022-01-01,Home & Kitchen,1,105.78,105.78,Delivered,Jaipur
ORD000216,CUST3840,2022-01-01,Electronics,2,276.71,553.42,Delivered,Bangalore
ORD000217,CUST3234,2022-01-01,Sports,3,134.27,402.81,Delivered,Delhi
ORD000218,CUST2001,2022-01-01,Beauty,2,59.38,118.76,Delivered,Hyderabad
ORD000219,CUST3838,2022-01-01,Sports,3,87.42,262.26,Delivered,Chennai
ORD000220,CUST3235,2022-01-01,Sports,1,99.38,99.38,Delivered,Ahmedabad
ORD000221,CUST3835,2022-01-01,Clothing,4,35.39,141.56,Delivered,Hyderabad
ORD000222,CUST2006,2022-01-01,Books,3,24.11,72.33,Delivered,Kolkata
ORD000223,CUST3236,2022-01-01,Books,2,19.25,38.5,Delivered,Mumbai
ORD000224,CUST3237,2022-01-01,Beauty,2,35.12,70.24,Delivered,Delhi
ORD000225,CUST3833,2022-01-01,Clothing,1,45.9,45.9,Delivered,Chennai
ORD000226,CUST3238,2022-01-01,Electronics,1,164.39,164.39,Delivered,Delhi
ORD000227,CUST2799,2022-01-01,Sports,2,78.57,157.14,Delivered,Pune
ORD000228,CUST2025,2022-01-01,Sports,1,94.82,94.82,Delivered,Mumbai
ORD000229,CUST4432,2022-01-01,Clothing,2,43.13,86.26,Returned,Jaipur
ORD000230,CUST2017,2022-01-01,Books,2,14.61,29.22,Delivered,Pune
ORD000231,CUST2017,2022-01-01,Home & Kitchen,3,118.37,355.11,Delivered,Mumbai
ORD000232,CUST3820,2022-01-01,Electronics,1,98.37,98.37,Delivered,Mumbai
ORD000233,CUST3847,2022-01-01,Sports,2,32.06,64.12,Delivered,Ahmedabad
ORD000234,CUST2805,2022-01-01,Electronics,1,446.0,446.0,Delivered,Ahmedabad
ORD000235,CUST2014,2022-01-01,Clothing,3,88.16,264.48,Delivered,Pune
ORD000236,CUST2013,2022-01-01,Clothing,2,50.11,100.22,Delivered,Ahmedabad
ORD000237,CUST3827,2022-01-01,Home & Kitchen,3,79.81,239.43,Delivered,Delhi
ORD000238,CUST3240,2022-01-01,Home & Kitchen,1,17.99,17.99,Delivered,Kolkata
ORD000239,CUST3239,2022-01-01,Books,3,7.35,22.05,Delivered,Ahmedabad
ORD000240,CUST3831,2022-01-01,Clothing,1,44.26,44.26,Delivered,Kolkata
ORD000241,CUST2015,2022-01-01,Electronics,3,216.3,648.9,Delivered,Chennai
ORD000242,CUST2790,2022-01-01,Sports,1,84.95,84.95,Returned,Ahmedabad
ORD000243,CUST3231,2022-01-01,Home & Kitchen,3,56.05,168.15,Delivered,Delhi
ORD000244,CUST3852,2022-01-01,Home & Kitchen,1,39.09,39.09,Returned,Chennai
ORD000245,CUST3878,2022-01-01,Electronics,3,385.98,1157.94,Delivered,Bangalore
ORD000246,CUST3877,2022-01-01,Home & Kitchen,1,82.18,82.18,Delivered,Pune
ORD000247,CUST3876,2022-01-01,Sports,3,137.69,413.07,Delivered,Jaipur
ORD000248,CUST3876,2022-01-01,Sports,4,25.03,100.12,Delivered,Jaipur
ORD000249,CUST3212,2022-01-01,Beauty,3,15.46,46.38,Delivered,Delhi
ORD000250,CUST1948,2022-01-01,Electronics,4,379.54,1518.16,Delivered,Hyderabad
ORD000251,CUST1949,2022-01-01,Clothing,3,29.06,87.18,Cancelled,Pune
ORD000252,CUST3872,2022-01-01,Clothing,3,31.77,95.31,Delivered,Surat
ORD000253,CUST3215,2022-01-01,Home & Kitchen,1,119.6,119.6,Delivered,Surat
ORD000254,CUST1954,2022-01-01,Electronics,1,296.94,296.94,Cancelled,Chennai
ORD000255,CUST3868,2022-01-01,Sports,1,45.09,45.09,Delivered,Mumbai
ORD000256,CUST3868,2022-01-01,Books,1,10.95,10.95,Delivered,Hyderabad
ORD000257,CUST3867,2022-01-01,Electronics,2,269.5,539.0,Cancelled,Bangalore
ORD000258,CUST1957,2022-01-01,Electronics,1,393.36,393.36,Delivered,Pune
ORD000259,CUST3218,2022-01-01,Clothing,4,23.78,95.12,Delivered,Pune
ORD000260,CUST1964,2022-01-01,Clothing,3,114.0,342.0,Delivered,Jaipur
ORD000261,CUST2835,2022-01-01,Electronics,4,313.22,1252.88,Delivered,Pune
ORD000262,CUST3853,2022-01-01,Electronics,2,211.57,423.14,Delivered,Delhi
ORD000263,CUST3226,2022-01-01,Clothing,3,74.37,223.11,Delivered,Mumbai
ORD000264,CUST3226,2022-01-01,Clothing,1,39.63,39.63,Delivered,Delhi
ORD000265,CUST3854,2022-01-01,Home & Kitchen,1,69.81,69.81,Delivered,Surat
ORD000266,CUST2821,2022-01-01,Home & Kitchen,4,148.16,592.64,Returned,Delhi
ORD000267,CUST2821,2022-01-01,Home & Kitchen,4,115.41,461.64,Delivered,Kolkata
ORD000268,CUST3230,2022-01-01,Books,4,11.43,45.72,Cancelled,Delhi
ORD000269,CUST3855,2022-01-01,Beauty,1,16.71,16.71,Delivered,Bangalore
ORD000270,CUST3223,2022-01-01,Home & Kitchen,1,144.83,144.83,Delivered,Hyderabad
ORD000271,CUST3222,2022-01-01,Electronics,2,396.71,793.42,Delivered,Jaipur
ORD000272,CUST1148,2022-01-01,Beauty,2,72.67,145.34,Returned,Bangalore
ORD000273,CUST3860,2022-01-01,Sports,3,41.05,123.15,Delivered,Chennai
ORD000274,CUST2834,2022-01-01,Home & Kitchen,2,159.98,319.96,Cancelled,Jaipur
ORD000275,CUST2835,2022-01-01,Home & Kitchen,3,60.07,180.21,Delivered,Pune
ORD000276,CUST1256,2022-01-01,Home & Kitchen,2,137.83,275.66,Delivered,Jaipur
ORD000277,CUST3688,2022-01-01,Sports,3,143.58,430.74,Delivered,Kolkata
ORD000278,CUST3316,2022-01-01,Electronics,2,83.73,167.46,Delivered,Ahmedabad
ORD000279,CUST3318,2022-01-01,Clothing,4,51.63,206.52,Delivered,Mumbai
ORD000280,CUST2446,2022-01-01,Books,4,18.92,75.68,Delivered,Delhi
ORD000281,CUST3508,2022-01-01,Books,1,27.04,27.04,Delivered,Surat
ORD000282,CUST2642,2022-01-01,Clothing,1,118.32,118.32,Delivered,Chennai
ORD000283,CUST3507,2022-01-01,Electronics,4,50.85,203.4,Delivered,Chennai
ORD000284,CUST3506,2022-01-01,Sports,2,74.5,149.0,Delivered,Jaipur
ORD000285,CUST3506,2022-01-01,Electronics,2,277.83,555.66,Delivered,Mumbai
ORD000286,CUST3503,2022-01-01,Electronics,1,205.19,205.19,Delivered,Ahmedabad
ORD000287,CUST2449,2022-01-01,Electronics,3,146.14,438.42,Delivered,Bangalore
ORD000288,CUST2449,2022-01-01,Beauty,3,27.52,82.56,Delivered,Bangalore
ORD000289,CUST3376,2022-01-01,Clothing,3,42.0,126.0,Delivered,Bangalore
ORD000290,CUST3377,2022-01-01,Sports,2,56.35,112.7,Delivered,Chennai
ORD000291,CUST3500,2022-01-01,Home & Kitchen,3,111.73,335.19,Delivered,Surat
ORD000292,CUST1360,2022-01-01,Books,1,53.85,53.85,Delivered,Jaipur
ORD000293,CUST3499,2022-01-01,Clothing,4,54.44,217.76,Returned,Pune
ORD000294,CUST2443,2022-01-01,Clothing,4,22.67,90.68,Delivered,Ahmedabad
ORD000295,CUST3498,2022-01-01,Beauty,4,53.24,212.96,Cancelled,Mumbai
ORD000296,CUST3497,2022-01-01,Electronics,4,230.22,920.88,Delivered,Kolkata
ORD000297,CUST3378,2022-01-01,Home & Kitchen,4,103.21,412.84,Delivered,Kolkata
ORD000298,CUST3496,2022-01-01,Electronics,4,111.21,444.84,Delivered,Kolkata
ORD000299,CUST2454,2022-01-01,Clothing,3,18.4,55.2,Delivered,Mumbai
ORD000300,CUST2634,2022-01-01,Books,4,29.88,119.52,Delivered,Surat
ORD000301,CUST3493,2022-01-01,Electronics,4,208.38,833.52,Delivered,Kolkata
ORD000302,CUST2457,2022-01-01,Home & Kitchen,3,32.64,97.92,Delivered,Delhi
ORD000303,CUST2624,2022-01-01,Home & Kitchen,2,100.5,201.0,Delivered,Surat
ORD000304,CUST3490,2022-01-01,Clothing,2,17.26,34.52,Delivered,Mumbai
ORD000305,CUST2459,2022-01-01,Electronics,3,326.22,978.66,Delivered,Mumbai
ORD000306,CUST3488,2022-01-01,Clothing,2,47.53,95.06,Cancelled,Surat
ORD000307,CUST2459,2022-01-01,Electronics,2,121.41,242.82,Delivered,Pune
ORD000308,CUST3383,2022-01-01,Clothing,3,35.28,105.84,Returned,Pune
ORD000309,CUST3486,2022-01-01,Home & Kitchen,1,63.6,63.6,Delivered,Jaipur
